"lexeme_id","english","target","article","pos","sense","level","rank","tags"
"de.lex.lass-es-uns-nicht-verkomplizieren","Let us not overcomplicate it.","Lass es uns nicht verkomplizieren.","","phrase","","","",""
"de.lex.lass-es-uns-nicht-zu-kompliziert-machen","Let us not make it too complicated.","Lass es uns nicht zu kompliziert machen.","","phrase","","","",""
"de.lex.lass-uns-das-in-ruhe-klaeren","Let us clarify this calmly.","Lass uns das in Ruhe klären.","","phrase","","","",""
"de.lex.lass-uns-die-kosten-teilen","Let's split the cost.","Lass uns die Kosten teilen.","","phrase","","","",""
"de.lex.lass-uns-eine-pause-machen","Let’s take a break.","Lass uns eine Pause machen.","","phrase","","","",""
"de.lex.lassen","to let","lassen","","verb","","","",""
"de.lex.lassen-sie-uns-spaeter-kontakt-aufnehmen","Let's touch base later.","Lassen Sie uns später Kontakt aufnehmen.","","phrase","","","",""
"de.lex.last-minute-buchung","last-minute booking","Last-Minute-Buchung","die","noun","","","",""
"de.lex.laub","foliage / leaves","Laub","das","noun","","","",""
"de.lex.laufen.run","to run","laufen","","verb","run","","",""
"de.lex.laufen.running","running","Laufen","das","noun","running","","",""
"de.lex.laufen-gelaufen","to run → run","laufen → gelaufen","","phrase","","","",""
"de.lex.laus","louse","Laus","die","noun","","","",""
"de.lex.laut","loud","laut","","word","","","",""
"de.lex.lauter","nothing but / all","lauter","","word","","","",""
"de.lex.leben.life","life","Leben","das","noun","life","","",""
"de.lex.leben.live","to live","leben","","verb","live","","",""
"de.lex.lebenslauf","resume","Lebenslauf","der","noun","","","",""
"de.lex.lebensqualitaet","quality of life","Lebensqualität","die","noun","","","",""
"de.lex.leber","liver","Leber","die","noun","","","",""
"de.lex.leder","leather","Leder","das","noun","","","",""
"de.lex.ledig","single","ledig","","word","","","",""
"de.lex.leer","empty","leer","","word","","","",""
"de.lex.legalisieren","to legalize","legalisieren","","verb","","","",""
"de.lex.legen","to lay / to put","legen","","verb","","","",""
"de.lex.lehren","to teach","lehren","","verb","","","",""
"de.lex.lehren-unterrichten","to teach","lehren / unterrichten","","phrase","","","",""
"de.lex.lehrer","teacher","Lehrer","der","noun","","","",""
"de.lex.lehrerin","teacher (f)","Lehrerin","die","noun","","","",""
"de.lex.lehrplan","curriculum","Lehrplan","der","noun","","","",""
"de.lex.leicht","light","leicht","","word","","","",""
"de.lex.leiden","to suffer","leiden","","verb","","","",""
"de.lex.leidenschaft","passion","Leidenschaft","die","noun","","","",""
"de.lex.leider","Unfortunately.","Leider.","","noun","","","",""
"de.lex.leider-kann-ich-nicht","Unfortunately I can't.","Leider kann ich nicht.","","phrase","","","",""
"de.lex.leihen-borgen","to borrow","leihen / borgen","","phrase","","","",""
"de.lex.leinen","linen","Leinen","das","noun","","","",""
"de.lex.leise","quiet","leise","","word","","","",""
"de.lex.leistung","the performance","Leistung","die","noun","","","",""
"de.lex.leiter","ladder","Leiter","die","noun","","","",""
"de.lex.lernen","to learn","lernen","","verb","","","",""
"de.lex.lernen-lektion-lernende-lehrer","to learn → lesson → learner → teacher","lernen → Lektion → Lernende → Lehrer","","phrase","","","",""
"de.lex.lesen.read","to read","lesen","","verb","read","","",""
"de.lex.lesen.reading","reading","Lesen","das","verb","reading","","",""
"de.lex.lesen-gelesen","to read → read","lesen → gelesen","","phrase","","","",""
"de.lex.letzte-woche","last week","letzte Woche","","phrase","","","",""
"de.lex.letztendlich","Ultimately...","Letztendlich...","","noun","","","",""
"de.lex.letztendlich-am-ende","in the end","letztendlich / am Ende","","phrase","","","",""
"de.lex.leuchtturm","lighthouse","Leuchtturm","der","noun","","","",""
"de.lex.leute","people","Leute","die","noun","","","",""
"de.lex.licht","light","Licht","das","noun","","","",""
"de.lex.lichtschalter","light switch","Lichtschalter","der","noun","","","",""
"de.lex.liebe","love","Liebe","die","noun","","","",""
"de.lex.lieben","to love","lieben","","verb","","","",""
"de.lex.lieben-liebe-liebhaber-geliebte-liebenswert","to love → love → lover → beloved → lovable","lieben → Liebe → Liebhaber → Geliebte → liebenswert","","phrase","","","",""
"de.lex.liechtenstein","Liechtenstein (also German-speaking)","Liechtenstein","","noun","","","",""
"de.lex.lieferung","delivery","Lieferung","die","noun","","","",""
"de.lex.liegen","to lie (down)","liegen","","verb","","","",""
"de.lex.lies-das","Read this! (du)","Lies das!","","phrase","","","",""
"de.lex.lift-statt-aufzug","elevator (Austrian/general)","Lift (statt Aufzug)","der","phrase","","","",""
"de.lex.liken-gefallen","to like (social media)","liken / gefallen","","phrase","","","",""
"de.lex.lila","purple","lila","","word","","","",""
"de.lex.limonade","lemonade","Limonade","die","noun","","","",""
"de.lex.lineal","ruler","Lineal","das","noun","","","",""
"de.lex.linie","line","Linie","die","noun","","","",""
"de.lex.links","left","links","","word","","","",""
"de.lex.lippe","lip","Lippe","die","noun","","","",""
"de.lex.lizenz","license","Lizenz","die","noun","","","",""
"de.lex.lockige-haare","curly hair","lockige Haare","","phrase","","","",""
"de.lex.loeffel","spoon","Löffel","der","noun","","","",""
"de.lex.loeschen","to delete","löschen","","verb","","","",""
"de.lex.loesen","to solve","lösen","","verb","","","",""
"de.lex.loesung","solution","Lösung","die","noun","","","",""
"de.lex.loewe","lion","Löwe","der","noun","","","",""
"de.lex.lohn","wage","Lohn","der","noun","","","",""
"de.lex.lokal","pub / restaurant","Lokal","das","noun","","","",""
"de.lex.lose","loose","lose","","word","","","",""
"de.lex.loswerden","to get rid of","loswerden","","verb","","","",""
"de.lex.luege","lie","Lüge","die","noun","","","",""
"de.lex.luft","air","Luft","die","noun","","","",""
"de.lex.lunge","lung","Lunge","die","noun","","","",""
"de.lex.lustig","funny","lustig","","word","","","",""
"de.lex.mach-das-licht-aus","Turn off the light!","Mach das Licht aus!","","phrase","","","",""
"de.lex.mach-dir-keine-sorgen","No worries.","Mach dir keine Sorgen.","","phrase","","","",""
"de.lex.mach-es-an","Turn it on! (du)","Mach es an!","","phrase","","","",""
"de.lex.mach-es-aus","Turn it off! (du)","Mach es aus!","","phrase","","","",""
"de.lex.mach-weiter","Keep going!","Mach weiter!","","phrase","","","",""
"de.lex.machen","to do / make","machen","","verb","","","",""
"de.lex.macht","power","Macht","die","noun","","","",""
"de.lex.macht-nichts","Never mind.","Macht nichts.","","phrase","","","",""
"de.lex.maedchen","girl","Mädchen","das","noun","","","",""
"de.lex.maerz","March","März","der","noun","","","",""
"de.lex.magen","stomach","Magen","der","noun","","","",""
"de.lex.mager","meager / lean","mager","","word","","","",""
"de.lex.mahlen","to grind","mahlen","","verb","","","",""
"de.lex.mahlzeit","meal","Mahlzeit","die","noun","","","",""
"de.lex.mai","May","Mai","der","noun","","","",""
"de.lex.mais","corn","Mais","der","noun","","","",""
"de.lex.maja","Maja","Maja","","name","","","",""
"de.lex.mal-sehen","Let’s see.","Mal sehen.","","phrase","","","",""
"de.lex.malen.paint","to paint","malen","","verb","paint","","",""
"de.lex.malen.painting","painting","Malen","das","noun","painting","","",""
"de.lex.maler","painter","Maler","der","noun","","","",""
"de.lex.manager","manager","Manager","der","noun","","","",""
"de.lex.manchmal","sometimes","manchmal","","word","","","",""
"de.lex.mann","man","Mann","der","noun","","","",""
"de.lex.mannschaft","team (sports)","Mannschaft","die","noun","","","",""
"de.lex.mantel","coat","Mantel","der","noun","","","",""
"de.lex.marke","brand","Marke","die","noun","","","",""
"de.lex.markieren","to tag","markieren","","verb","","","",""
"de.lex.markt","market","Markt","der","noun","","","",""
"de.lex.marmelade","jam","Marmelade","die","noun","","","",""
"de.lex.maschinelles-lernen","machine learning","maschinelles Lernen","das","phrase","","","",""
"de.lex.mask-neutr-im-genitiv-e-s","Genitiv -s: des Mannes, des Hauses","Mask./Neutr. im Genitiv: -(e)s","","phrase","","","",""
"de.lex.massband","tape measure","Maßband","das","noun","","","",""
"de.lex.mathematik","math","Mathematik","die","noun","","","",""
"de.lex.mauer.outdoor","wall (freestanding / outdoor)","Mauer","die","noun","outdoor)","","",""
"de.lex.mauer.wall","wall (outer)","Mauer","die","noun","wall","","",""
"de.lex.maus","mouse","Maus","die","noun","","","",""
"de.lex.mechaniker","mechanic","Mechaniker","der","noun","","","",""
"de.lex.medaille","medal","Medaille","die","noun","","","",""
"de.lex.medikament","medicine","Medikament","das","noun","","","",""
"de.lex.medizin","medicine","Medizin","die","noun","","","",""
"de.lex.meer","sea","Meer","das","noun","","","",""
"de.lex.meerschweinchen","guinea pig","Meerschweinchen","das","noun","","","",""
"de.lex.meeting","meeting","Meeting","das","noun","","","",""
"de.lex.mehl","flour","Mehl","das","noun","","","",""
"de.lex.mehr","more / anymore","mehr","","function","","","",""
"de.lex.mehr-oder-weniger","more or less","mehr oder weniger","","phrase","","","",""
"de.lex.mehrwertsteuer","value added tax","Mehrwertsteuer","die","noun","","","",""
"de.lex.mein","my","mein","","function","","","",""
"de.lex.mein-akku-ist-fast-leer","My battery is almost dead.","Mein Akku ist fast leer.","","phrase","","","",""
"de.lex.meine-bestellung-ist-noch-nicht-angekommen","My order hasn't arrived yet.","Meine Bestellung ist noch nicht angekommen.","","phrase","","","",""
"de.lex.meinen","to mean","meinen","","verb","","","",""
"de.lex.meiner-meinung-nach","In my opinion...","Meiner Meinung nach...","","phrase","","","",""
"de.lex.meinung","opinion","Meinung","die","noun","","","",""
"de.lex.meister","master / Mr","Meister","der","noun","","A0","",""
"de.lex.meisterschaft","championship","Meisterschaft","die","noun","","","",""
"de.lex.melden","to report (online)","melden","","verb","","","",""
"de.lex.melken","to milk","melken","","verb","","","",""
"de.lex.menge","the amount","Menge","die","noun","","","",""
"de.lex.mensa","canteen / mensa","Mensa","die","noun","","","",""
"de.lex.mensch","person / human being","Mensch","der","noun","","","",""
"de.lex.menschenrechte","human rights","Menschenrechte","die","noun","","","",""
"de.lex.merken","to notice","merken","","verb","","","",""
"de.lex.messe","trade fair / mass","Messe","die","noun","","","",""
"de.lex.messen","to measure","messen","","verb","","","",""
"de.lex.messer","knife","Messer","das","noun","","","",""
"de.lex.metall","metal","Metall","das","noun","","","",""
"de.lex.methode","the method","Methode","die","noun","","","",""
"de.lex.metzger","butcher","Metzger","der","noun","","","",""
"de.lex.metzgerei","butcher shop","Metzgerei","die","noun","","","",""
"de.lex.mich","me (accusative)","mich","","word","","","",""
"de.lex.mich-selbst","myself","mich selbst","","phrase","","","",""
"de.lex.mieten","to rent","mieten","","verb","","","",""
"de.lex.mikroskop","microscope","Mikroskop","das","noun","","","",""
"de.lex.mikrowelle","microwave","Mikrowelle","die","noun","","","",""
"de.lex.milch","milk","Milch","die","noun","","","",""
"de.lex.mild","mild","mild","","word","","","",""
"de.lex.mindestens","at least","mindestens","","word","","","",""
"de.lex.minute","minute","Minute","die","noun","","","",""
"de.lex.mir","to me (dative)","mir","","word","","","",""
"de.lex.mir-geht-es-gut","I feel good.","Mir geht es gut.","","phrase","","","",""
"de.lex.mir-geht-es-gut-danke.i-am-fine","I am fine, thanks.","Mir geht es gut, danke.","","phrase","i am fine","","",""
"de.lex.mir-geht-es-gut-danke.i-m-fine","I'm fine, thank you.","Mir geht es gut, danke.","","phrase","i'm fine","","",""
"de.lex.mir-geht-es-nicht-gut","I do not feel well.","Mir geht es nicht gut.","","phrase","","","",""
"de.lex.mir-ist-kalt","I feel cold.","Mir ist kalt.","","phrase","","","",""
"de.lex.misserfolg","failure","Misserfolg","der","noun","","","",""
"de.lex.mist","manure / rubbish","Mist","der","noun","","","",""
"de.lex.mit","with","mit","","word","","","",""
"de.lex.mit-anderen-worten","in other words","mit anderen Worten","","phrase","","","",""
"de.lex.mit-dem-strom-schwimmen","to go with the flow","mit dem Strom schwimmen","","phrase","","","",""
"de.lex.mit-freundlichen-gruessen","Yours sincerely,","Mit freundlichen Grüßen,","","phrase","","","",""
"de.lex.mit-wem","With whom?","Mit wem?","","phrase","","","",""
"de.lex.mitbringen","to bring along","mitbringen","","verb","","","",""
"de.lex.mitgefuehl","compassion","Mitgefühl","das","noun","","","",""
"de.lex.mitgliedschaft","membership","Mitgliedschaft","die","noun","","","",""
"de.lex.mitkommen","to come along","mitkommen","","verb","","","",""
"de.lex.mitnehmen","to take along","mitnehmen","","verb","","","",""
"de.lex.mittag","noon","Mittag","der","noun","","","",""
"de.lex.mittagessen","lunch","Mittagessen","das","noun","","","",""
"de.lex.mitte","the center","Mitte","die","noun","","","",""
"de.lex.mitternacht","midnight","Mitternacht","die","noun","","","",""
"de.lex.mittwoch","Wednesday","Mittwoch","der","noun","","","",""
"de.lex.mode","fashion","Mode","die","noun","","","",""
"de.lex.modell","model","Modell","das","noun","","","",""
"de.lex.modern","modern","modern","","verb","","","",""
"de.lex.moechten","would like","möchten","","verb","","","",""
"de.lex.moechtest-du-mitkommen","Would you like to join us?","Möchtest du mitkommen?","","phrase","","","",""
"de.lex.moegen","to like","mögen","","verb","","","",""
"de.lex.moeglich","possible","möglich","","word","","","",""
"de.lex.moeglichkeit","opportunity","Möglichkeit","die","noun","","","",""
"de.lex.molekuel","molecule","Molekül","das","noun","","","",""
"de.lex.moment","moment","Moment","der","noun","","","",""
"de.lex.monat","month","Monat","der","noun","","","",""
"de.lex.monatlich","monthly","monatlich","","word","","","",""
"de.lex.mond","moon","Mond","der","noun","","","",""
"de.lex.montag","Monday","Montag","der","noun","","","",""
"de.lex.morgen.morning","morning","Morgen","der","noun","morning","","",""
"de.lex.morgen.tomorrow","tomorrow","morgen","","verb","tomorrow","","",""
"de.lex.morgendaemmerung","dawn","Morgendämmerung","die","noun","","","",""
"de.lex.morgenroutine","morning routine","Morgenroutine","die","noun","","","",""
"de.lex.morgens","in the morning","morgens","","word","","","",""
"de.lex.morgenstund-hat-gold-im-mund","the early bird catches the worm","Morgenstund hat Gold im Mund","","phrase","","","",""
"de.lex.moschee","mosque","Moschee","die","noun","","","",""
"de.lex.motivation","motivation","Motivation","die","noun","","","",""
"de.lex.motorrad","motorcycle","Motorrad","das","noun","","","",""
"de.lex.muecke","mosquito","Mücke","die","noun","","","",""
"de.lex.muede","tired","müde","","word","","","",""
"de.lex.muelleimer","trash can","Mülleimer","der","noun","","","",""
"de.lex.muenchen","Munich","München","","noun","","","",""
"de.lex.muendliche-pruefung","oral exam","mündliche Prüfung","die","phrase","","","",""
"de.lex.muenze","coin","Münze","die","noun","","","",""
"de.lex.muessen","must","müssen","","verb","","","",""
"de.lex.muessen-sein","to need to be","müssen sein","","phrase","","","",""
"de.lex.muetze.cap","the cap","Mütze","die","noun","cap","","",""
"de.lex.muetze.hat","hat","Mütze","die","noun","hat","","",""
"de.lex.mund","mouth","Mund","der","noun","","","",""
"de.lex.museum","museum","Museum","das","noun","","","",""
"de.lex.musik","music","Musik","die","noun","","","",""
"de.lex.musiker","musician","Musiker","der","noun","","","",""
"de.lex.muskel","muscle","Muskel","der","noun","","","",""
"de.lex.muskuloes","muscular","muskulös","","word","","","",""
"de.lex.muss-ich-dokumente-mitbringen","Do I need to bring any documents?","Muss ich Dokumente mitbringen?","","phrase","","","",""
"de.lex.mut","courage","Mut","der","noun","","","",""
"de.lex.mutig","brave","mutig","","word","","","",""
"de.lex.mutter","mother","Mutter","die","noun","","","",""
"de.lex.muttersprache","mother tongue","Muttersprache","die","noun","","","",""
"de.lex.n-deklination-mask-bekommt-e-n-in-akk-dat-gen","n-Declension: der Junge → den Jungen","n-Deklination: Mask. bekommt -(e)n in Akk./Dat./Gen.","","phrase","","","",""
"de.lex.na-ja-jedenfalls","Well, anyway...","Na ja, jedenfalls...","","phrase","","","",""
"de.lex.nach","after / to (Dativ)","nach","","word","","","",""
"de.lex.nach-der-schule","after school","nach der Schule","","phrase","","","",""
"de.lex.nach-links","to the left","nach links","","phrase","","","",""
"de.lex.nach-obwohl-verb-ans-ende-obwohl-es-regnet-gehe-ich-raus","after 'obwohl': verb at end","Nach 'obwohl': Verb ans Ende – Obwohl es regnet, gehe ich raus.","","phrase","","","",""
"de.lex.nach-rechts","to the right","nach rechts","","phrase","","","",""
"de.lex.nach-weil-verb-ans-ende-ich-komme-weil-ich-zeit-habe","after 'weil': verb at end","Nach 'weil': Verb ans Ende – Ich komme, weil ich Zeit habe.","","phrase","","","",""
"de.lex.nachbar.neighbor","neighbor (m)","Nachbar","der","noun","neighbor","","",""
"de.lex.nachbar.neighbour","neighbour","Nachbar","der","noun","neighbour","","",""
"de.lex.nachbarin","neighbor (f)","Nachbarin","die","noun","","","",""
"de.lex.nachbarschaft","neighborhood","Nachbarschaft","die","noun","","","",""
"de.lex.nachdem-sie-gegessen-hatte-machte-sie-einen-spaziergang","After she ate, she went for a walk.","Nachdem sie gegessen hatte, machte sie einen Spaziergang.","","phrase","","","",""
"de.lex.nachdem-wir-sprechen","after we talk","nachdem wir sprechen","","phrase","","","",""
"de.lex.nachdenken-ueber","to think about","nachdenken über","","phrase","","","",""
"de.lex.nachhaltig","sustainable","nachhaltig","","word","","","",""
"de.lex.nachher","after","nachher","","word","","","",""
"de.lex.nachmittag","afternoon","Nachmittag","der","noun","","","",""
"de.lex.nachmittags","in the afternoon","nachmittags","","word","","","",""
"de.lex.nachricht","message","Nachricht","die","noun","","","",""
"de.lex.nachschlagen","to look up (a word)","nachschlagen","","verb","","","",""
"de.lex.nacht","night","Nacht","die","noun","","","",""
"de.lex.nachts","at night","nachts","","word","","","",""
"de.lex.nackt","naked","nackt","","word","","","",""
"de.lex.nadel","needle","Nadel","die","noun","","","",""
"de.lex.naechste-woche","next week","nächste Woche","","phrase","","","",""
"de.lex.naemlich","namely","nämlich","","word","","","",""
"de.lex.nagel","nail","Nagel","der","noun","","","",""
"de.lex.nah","near","nah","","word","","","",""
"de.lex.nah-naeher-am-naechsten","near – nearer – nearest","nah – näher – am nächsten","","phrase","","","",""
"de.lex.naiv","naive","naiv","","word","","","",""
"de.lex.name","name","Name","der","noun","","","",""
"de.lex.narbe","scar","Narbe","die","noun","","","",""
"de.lex.nase","nose","Nase","die","noun","","","",""
"de.lex.nass","wet","nass","","adjective","","A0","",""
"de.lex.natel","mobile phone (Swiss)","Natel","das","noun","","","",""
"de.lex.nation","nation","Nation","die","noun","","","",""
"de.lex.nationalitaet","nationality","Nationalität","die","noun","","","",""
"de.lex.natuerlich","Of course!","Natürlich!","","noun","","","",""
"de.lex.natur","nature","Natur","die","noun","","","",""
"de.lex.naturschutzgebiet","nature reserve","Naturschutzgebiet","das","noun","","","",""
"de.lex.nebel","fog","Nebel","der","noun","","","",""
"de.lex.neben-dativ","next to (Dativ)","neben (Dativ)","","phrase","","","",""
"de.lex.neffe","nephew","Neffe","der","noun","","","",""
"de.lex.negation-m-akk-keinen","kein → keinen (m, Akkusativ)","Negation m, Akk.: keinen","","phrase","","","",""
"de.lex.negativ","negative","negativ","","word","","","",""
"de.lex.nehmen","to take","nehmen","","verb","","","",""
"de.lex.nehmen-genommen","to take → taken","nehmen → genommen","","phrase","","","",""
"de.lex.nehmen-sie-die-erste-strasse-links","Take the first street on the left.","Nehmen Sie die erste Straße links.","","phrase","","","",""
"de.lex.nehmen-sie-medikamente","Are you taking any medication?","Nehmen Sie Medikamente?","","phrase","","","",""
"de.lex.nein","no","nein","","word","","","",""
"de.lex.nest","nest","Nest","das","noun","","","",""
"de.lex.netz","net","Netz","das","noun","","","",""
"de.lex.netzwerk","network","Netzwerk","das","noun","","","",""
"de.lex.neu","new","neu","","word","","","",""
"de.lex.neu-starten","to reboot","neu starten","","phrase","","","",""
"de.lex.neugierig","curious","neugierig","","word","","","",""
"de.lex.neun","nine","neun","","word","","","",""
"de.lex.neunzehn","nineteen","neunzehn","","number","","A0","",""
"de.lex.neunzig","ninety","neunzig","","word","","","",""
"de.lex.neuronales-netz","neural network","neuronales Netz","das","phrase","","","",""
"de.lex.nicht","not","nicht","","function","","","",""
"de.lex.nicht-ganz","Not exactly.","Nicht ganz.","","phrase","","","",""
"de.lex.nicht-mehr","no longer","nicht mehr","","phrase","","","",""
"de.lex.nicht-mein-ding","Not my cup of tea.","Nicht mein Ding.","","phrase","","","",""
"de.lex.nicht-moeglich","No way!","Nicht möglich!","","phrase","","","",""
"de.lex.nicht-nur-sondern-auch","not only ... but also ...","nicht nur ... sondern auch ...","","phrase","","","",""
"de.lex.nicht-so-gut","Not so well.","Nicht so gut.","","phrase","","","",""
"de.lex.nicht-so-gut-wie","not as good as","nicht so gut wie","","phrase","","","",""
"de.lex.nicht-unbedingt","Not necessarily.","Nicht unbedingt.","","phrase","","","",""
"de.lex.nicht-verfuegbar","unavailable","nicht verfügbar","","phrase","","","",""
"de.lex.nichte","niece","Nichte","die","noun","","","",""
"de.lex.nichts","nothing","nichts","","word","","","",""
"de.lex.nie-niemals","never","nie / niemals","","phrase","","","",""
"de.lex.niedrig","low","niedrig","","word","","","",""
"de.lex.niemand","nobody","niemand","","word","","","",""
"de.lex.niere","kidney","Niere","die","noun","","","",""
"de.lex.nilpferd","hippopotamus","Nilpferd","das","noun","","","",""
"de.lex.nimm-es","Take it! (du)","Nimm es!","","phrase","","","",""
"de.lex.nirgendwo","nowhere","nirgendwo","","word","","","",""
"de.lex.niveau","level","Niveau","das","noun","","","",""
"de.lex.noch","still / another / yet","noch","","function","","","",""
"de.lex.noch-besser","even better","noch besser","","phrase","","","",""
"de.lex.noch-nicht","not yet","noch nicht","","phrase","","","",""
"de.lex.norden","north","Norden","der","noun","","","",""
"de.lex.normal","normal","normal","","word","","","",""
"de.lex.normalerweise","usually","normalerweise","","word","","","",""
"de.lex.nostalgie","nostalgia","Nostalgie","die","noun","","","",""
"de.lex.notausgang","emergency exit","Notausgang","der","noun","","","",""
"de.lex.note","grade","Note","die","noun","","","",""
"de.lex.notfall","emergency","Notfall","der","noun","","","",""
"de.lex.notizbuch","notebook","Notizbuch","das","noun","","","",""
"de.lex.notwendig","necessary","notwendig","","word","","","",""
"de.lex.november","November","November","der","noun","","","",""
"de.lex.nudel","noodle / pasta","Nudel","die","noun","","","",""
"de.lex.nudeln","pasta","Nudeln","die","noun","","","",""
"de.lex.null","zero","null","","word","","","",""
"de.lex.nummer.number","the number","Nummer","die","noun","number","","",""
"de.lex.nummer.number-of-a-house","number (of a house, phone)","Nummer","die","noun","number (of a house","","",""
"de.lex.nun","now / well then","nun","","function","","","",""
"de.lex.nur","only","nur","","adverb","","A0","",""
"de.lex.nur-an-der-oberflaeche-kratzen","to scratch the surface","nur an der Oberfläche kratzen","","phrase","","","",""
"de.lex.nur-noch","only ... left / only now","nur noch","","phrase","","","",""
"de.lex.nuss","nut","Nuss","die","noun","","","",""
"de.lex.ob","whether","ob","","word","","","",""
"de.lex.ob-es-funktioniert","whether it works","ob es funktioniert","","phrase","","","",""
"de.lex.oben","upstairs","oben","","verb","","","",""
"de.lex.oben-ganz-oben","at the top","oben / ganz oben","","phrase","","","",""
"de.lex.oberflaeche","the surface","Oberfläche","die","noun","","","",""
"de.lex.obers-schlagobers-statt-sahne","cream (Austrian)","Obers / Schlagobers (statt Sahne)","das","phrase","","","",""
"de.lex.obwohl","although","obwohl","","word","","","",""
"de.lex.obwohl-es-regnet-gehe-ich-raus","Although it rains, I go out.","Obwohl es regnet, gehe ich raus.","","phrase","","","",""
"de.lex.obwohl-es-weh-tut","although it hurts","obwohl es weh tut","","phrase","","","",""
"de.lex.obwohl-ich-es-verstehe","although I understand it","obwohl ich es verstehe","","phrase","","","",""
"de.lex.ochse","ox","Ochse","der","noun","","","",""
"de.lex.oder","or","oder","","word","","","",""
"de.lex.oeffnen","to open","öffnen","","verb","","","",""
"de.lex.oeffnen-aufmachen","to open","öffnen / aufmachen","","phrase","","","",""
"de.lex.oekosystem","ecosystem","Ökosystem","das","noun","","","",""
"de.lex.oel","oil","Öl","das","noun","","","",""
"de.lex.oel-ins-feuer-giessen","to add fuel to the fire","Öl ins Feuer gießen","","phrase","","","",""
"de.lex.oesterreich","Austria","Österreich","","noun","","","",""
"de.lex.ofen","oven / stove","Ofen","der","noun","","","",""
"de.lex.offen","open","offen","","word","","","",""
"de.lex.offensichtlich","obvious","offensichtlich","","word","","","",""
"de.lex.oft","often","oft","","word","","","",""
"de.lex.ohne","without (Akkusativ)","ohne","","word","","","",""
"de.lex.ohne-fleiss-kein-preis","no pain no gain","ohne Fleiß kein Preis","","phrase","","","",""
"de.lex.ohr","ear","Ohr","das","noun","","","",""
"de.lex.ohrring","earring","Ohrring","der","noun","","","",""
"de.lex.oktober","October","Oktober","der","noun","","","",""
"de.lex.oldtimer","classic car","Oldtimer","der","noun","","","",""
"de.lex.onkel","uncle","Onkel","der","noun","","","",""
"de.lex.oper","opera","Oper","die","noun","","","",""
"de.lex.operation","operation","Operation","die","noun","","","",""
"de.lex.optimieren","to optimize","optimieren","","verb","","","",""
"de.lex.orange","orange","Orange","die","noun","","","",""
"de.lex.ordinaer","vulgar","ordinär","","word","","","",""
"de.lex.ordner","folder","Ordner","der","noun","","","",""
"de.lex.organisation","organisation","Organisation","die","noun","","","",""
"de.lex.organisieren","to organize","organisieren","","verb","","","",""
"de.lex.ort","the place","Ort","der","noun","","","",""
"de.lex.ortszeit","local time","Ortszeit","die","noun","","","",""
"de.lex.osterei","Easter egg","Osterei","das","noun","","","",""
"de.lex.ostern","Easter","Ostern","","noun","","","",""
"de.lex.ozean","ocean","Ozean","der","noun","","","",""
"de.lex.pandemie","pandemic","Pandemie","die","noun","","","",""
"de.lex.papagei","parrot","Papagei","der","noun","","","",""
"de.lex.papier","paper","Papier","das","noun","","","",""
"de.lex.paradeiser-statt-tomate","tomato (Austrian)","Paradeiser (statt Tomate)","der","phrase","","","",""
"de.lex.parameter","parameter","Parameter","der","noun","","","",""
"de.lex.park","park","Park","der","noun","","","",""
"de.lex.parkplatz","parking lot","Parkplatz","der","noun","","","",""
"de.lex.parlament","parliament","Parlament","das","noun","","","",""
"de.lex.partner","partner","Partner","der","noun","","","",""
"de.lex.party","party","Party","die","noun","","","",""
"de.lex.pass-auf","Be careful! (du)","Pass auf!","","phrase","","","",""
"de.lex.passen","to fit / match","passen","","verb","","A0","",""
"de.lex.passieren","to happen","passieren","","verb","","","",""
"de.lex.passwort","password","Passwort","das","noun","","","",""
"de.lex.pensioniert","retired","pensioniert","","word","","","",""
"de.lex.perfekt","perfect","perfekt","","word","","","",""
"de.lex.perfekt-mit-haben-die-meisten-anderen-verben","Perfekt with haben: most other verbs","Perfekt mit haben: die meisten anderen Verben","","phrase","","","",""
"de.lex.perfekt-mit-sein-bewegung-oder-zustandsaenderung","Perfekt with sein: movement/change","Perfekt mit sein: Bewegung oder Zustandsänderung","","phrase","","","",""
"de.lex.person","person","Person","die","noun","","","",""
"de.lex.personal","staff / personnel","Personal","das","noun","","","",""
"de.lex.personalausweis","identity card","Personalausweis","der","noun","","","",""
"de.lex.pfad","path","Pfad","der","noun","","","",""
"de.lex.pfanne","pan","Pfanne","die","noun","","","",""
"de.lex.pfeffer","pepper","Pfeffer","der","noun","","","",""
"de.lex.pfeifen","to whistle","pfeifen","","verb","","","",""
"de.lex.pferd","horse","Pferd","das","noun","","","",""
"de.lex.pfiat-di","goodbye (Austrian informal)","Pfiat di!","","phrase","","","",""
"de.lex.pfirsich","peach","Pfirsich","der","noun","","","",""
"de.lex.pflanze","plant","Pflanze","die","noun","","","",""
"de.lex.pflaume","plum","Pflaume","die","noun","","","",""
"de.lex.pfund","pound","Pfund","das","noun","","","",""
"de.lex.photosynthese","photosynthesis","Photosynthese","die","noun","","","",""
"de.lex.physik","physics","Physik","die","noun","","","",""
"de.lex.pilot","pilot","Pilot","der","noun","","","",""
"de.lex.pilz","mushroom","Pilz","der","noun","","","",""
"de.lex.pinguin","penguin","Pinguin","der","noun","","","",""
"de.lex.plagiat","plagiarism","Plagiat","das","noun","","","",""
"de.lex.plan","plan","Plan","der","noun","","","",""
"de.lex.planen","to plan","planen","","verb","","","",""
