"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s198","198","9","“Stolen.”","»Gestohlen.«","","","»Gestohlen.«","","Extended"
"s199","199","9","“My personal seal.”","»Mein persönliches Siegel.«","","","»Mein persönliches Siegel.«","","Extended"
"s200","200","9","“Imitated.”","»Nachgemacht.«","","","»Nachgemacht.«","","Extended"
"s201","201","9","“My photograph.”","»Meine Photographie.«","","","»Meine Photographie.«","","Extended"
"s202","202","9","“Bought.”","»Gekauft.«","","","»Gekauft.«","","Extended"
"s203","203","9","“We are both in the photograph.”","»Wir sind beide auf dem Photo.«","","","»Wir sind beide auf dem Photo.«","","Extended"
"s204","204","9","“Oh dear!","»Oh je!","","","»Oh je!","","Extended"
"s205","205","9","That is indeed bad!","Das ist allerdings schlecht!","","","Das ist allerdings schlecht!","","Extended"
"s206","206","9","Your Majesty has truly committed an indiscretion.”","Da haben Eure Majestät in der Tat eine Indiskretion begangen.«","","","Da haben Eure Majestät in der Tat eine Indiskretion begangen.«","","Extended"
"s207","207","9","“I was mad—insane.”","»Ich war verrückt – wahnsinnig.«","","","»Ich war verrückt – wahnsinnig.«","","Extended"
"s208","208","9","“You have seriously compromised yourself.”","»Sie haben sich ernsthaft kompromittiert.«","","","»Sie haben sich ernsthaft kompromittiert.«","","Extended"
"s209","209","9","“I was only Crown Prince then.","»Ich war damals erst Kronprinz.","","","»Ich war damals erst Kronprinz.","","Extended"
"s210","210","9","I was still young.","Ich war noch jung.","","","Ich war noch jung.","","Extended"
"s211","211","9","I am only thirty now.”","Ich bin jetzt gerade dreißig.«","","","Ich bin jetzt gerade dreißig.«","","Extended"
"s212","212","9","“The photograph must be recovered.”","»Das Photo muß zurückgeholt werden.«","","","»Das Photo muß zurückgeholt werden.«","","Extended"
"s213","213","9","“We have already tried and failed.”","»Das haben wir schon versucht und sind gescheitert.«","","","»Das haben wir schon versucht und sind gescheitert.«","","Extended"
"s214","214","9","“Your Majesty will have to pay.","»Eure Majestät werden bezahlen müssen.","","","»Eure Majestät werden bezahlen müssen.","","Extended"
"s215","215","9","It must be bought.”","Es muß gekauft werden.«","","","Es muß gekauft werden.«","","Extended"
"s216","216","9","“She will not sell.”","»Sie will nicht verkaufen.«","","","»Sie will nicht verkaufen.«","","Extended"
"s217","217","9","“Then it must be stolen.”","»Dann eben gestohlen.«","","","»Dann eben gestohlen.«","","Extended"
"s218","218","9","“Five attempts have already been made.","»Fünf Versuche sind schon unternommen worden.","","","»Fünf Versuche sind schon unternommen worden.","","Extended"
"s219","219","9","Twice burglars in my employ have searched her house.","Zweimal haben Einbrecher in meinem Auftrag ihr Haus durchsucht.","","","Zweimal haben Einbrecher in meinem Auftrag ihr Haus durchsucht.","","Extended"
"s220","220","9","Once we diverted her luggage while she was travelling.","Einmal haben wir ihr Gepäck umgeleitet, als sie auf Reisen war.","","","Einmal haben wir ihr Gepäck umgeleitet,|als sie auf Reisen war.","","Extended"
"s221","221","9","Twice she has been attacked in the street.","Zweimal ist sie auf der Straße überfallen worden.","","","Zweimal ist sie auf der Straße überfallen worden.","","Extended"
"s222","222","9","All without success.”","Alles ohne Erfolg.«","","","Alles ohne Erfolg.«","","Extended"
"s223","223","10","“No trace of it?”","»Keine Spur davon?«","","","»Keine Spur davon?«","","Extended"
"s224","224","10","“Not the slightest.”","»Nicht die geringste.«","","","»Nicht die geringste.«","","Extended"
"s225","225","10","Holmes laughed.","Holmes lachte.","","","Holmes lachte.","","Extended"
"s226","226","10","“It really is a pretty little problem,” he said.","»Das ist wirklich ein hübsches kleines Problem«, sagte er.","","","»Das ist wirklich ein hübsches kleines Problem«, sagte er.","","Extended"
"s227","227","10","“But a very serious one for me,” the King replied reproachfully.","»Aber für mich ein sehr ernstes«, erwiderte der König tadelnd.","","","»Aber für mich ein sehr ernstes«,|erwiderte der König tadelnd.","","Extended"
"s228","228","10","“Very serious indeed.","»Sehr ernst, in der Tat.","","","»Sehr ernst,|in der Tat.","","Extended"
"s229","229","10","And what does she intend to do with the photograph?”","Und was hat sie mit der Photographie vor?«","","","Und was hat sie mit der Photographie vor?«","","Extended"
"s230","230","10","“To ruin me.”","»Mich zu ruinieren.«","","","»Mich zu ruinieren.«","de.zu-infinitive","Extended"
"s231","231","10","“And how?”","»Und wie?«","","","»Und wie?«","","Extended"
"s232","232","10","“My wedding is to take place shortly.”","»In Kürze findet meine Hochzeit statt.«","","","»In Kürze findet meine Hochzeit statt.«","","Extended"
"s233","233","10","“So I have heard.”","»Davon habe ich gehört.«","","","»Davon habe ich gehört.«","","Extended"
"s234","234","10","“To Clotilde Lothman of Saxe-Meiningen, the second daughter of the King of Scandinavia.","»Mit Clotilde Lothman von Sachsen-Meiningen, der zweiten Tochter des Königs von Skandinavien.","","","»Mit Clotilde Lothman von Sachsen-Meiningen,|der zweiten Tochter des Königs von Skandinavien.","de.relative.der","Extended"
"s235","235","10","Perhaps you know the strict principles of her family.","Vielleicht wissen Sie von den strengen Prinzipien ihrer Familie.","","","Vielleicht wissen Sie von den strengen Prinzipien ihrer Familie.","","Extended"
"s236","236","10","She herself is propriety personified.","Sie selbst ist die Wohlanständigkeit in Person.","","","Sie selbst ist die Wohlanständigkeit in Person.","","Extended"
"s237","237","10","The shadow of a doubt concerning my honour would bring the whole affair to an end.”","Der Schatten eines Zweifels an meiner Ehrbarkeit würde die Sache zunichte machen.«","","","Der Schatten eines Zweifels an meiner Ehrbarkeit würde die Sache zunichte machen.«","de.konjunktiv2.wuerde","Extended"
"s238","238","10","“And Irene Adler?”","»Und Irene Adler?«","","","»Und Irene Adler?«","","Extended"
"s239","239","10","“Threatens to send them the photograph.","»Droht damit, ihnen das Photo zu schicken.","","","»Droht damit,|ihnen das Photo zu schicken.","de.zu-infinitive","Extended"
"s240","240","10","And she will do it.","Und sie wird es tun.","","","Und sie wird es tun.","","Extended"
"s241","241","10","I know that she will do it.","Ich weiß, daß sie es tun wird.","","","Ich weiß,|daß sie es tun wird.","de.subordinate.dass","Extended"
"s242","242","10","You do not know her, but she has a heart of steel.","Sie kennen Sie nicht, aber sie hat ein Herz aus Stahl.","","","Sie kennen Sie nicht,|aber sie hat ein Herz aus Stahl.","","Extended"
"s243","243","10","She has the face of the most beautiful of women and the mind of the most resolute of men.","Sie hat das Gesicht der schönsten aller Frauen und den Verstand des entschlossensten aller Männer.","","","Sie hat das Gesicht der schönsten aller Frauen|und den Verstand des entschlossensten aller Männer.","","Extended"
"s244","244","10","There is nothing she would not do to prevent me from marrying another woman—nothing.”","Es gibt nichts, was sie nicht tun würde, nur damit ich keine andere Frau heirate – nichts.«","","","Es gibt nichts,|was sie nicht tun würde,|nur damit ich keine andere Frau heirate – nichts.«","de.konjunktiv2.wuerde","Extended"
"s245","245","10","“You are sure that she has not already sent it?”","»Sie sind sicher, daß sie es nicht schon geschickt hat?«","","","»Sie sind sicher,|daß sie es nicht schon geschickt hat?«","de.subordinate.dass","Extended"
"s246","246","10","“I am sure.”","»Ich bin sicher.«","","","»Ich bin sicher.«","","Extended"
"s247","247","10","“And why?”","»Und weshalb?«","","","»Und weshalb?«","","Extended"
"s248","248","10","“Because she said that she would send it on the day the forthcoming marriage was publicly announced.","»Weil sie gesagt hat, daß sie es an dem Tag schicken würde, an dem die bevorstehende Vermählung bekanntgegeben wird.","","","»Weil sie gesagt hat,|daß sie es an dem Tag schicken würde,|an dem die bevorstehende Vermählung bekanntgegeben wird.","de.subordinate.dass|de.konjunktiv2.wuerde","Extended"
"s249","249","10","That will be next Monday.”","Das wird nächsten Montag sein.«","","","Das wird nächsten Montag sein.«","","Extended"
"s250","250","10","“Ah, then we still have three days,” said Holmes with a yawn.","»Ach, dann haben wir ja noch drei Tage«, sagte Holmes mit einem Gähnen.","","","»Ach,|dann haben wir ja noch drei Tage«,|sagte Holmes mit einem Gähnen.","","Extended"
"s251","251","10","“That is fortunate, since I am occupied at present with one or two important matters.","»Das ist günstig, da ich momentan mit ein, zwei wichtigen Sachen beschäftigt bin.","","","»Das ist günstig,|da ich momentan mit ein,|zwei wichtigen Sachen beschäftigt bin.","","Extended"
"s252","252","10","Your Majesty will surely remain in London for the time being?”","Eure Majestät werden doch bestimmt bis auf weiteres in London bleiben?«","","","Eure Majestät werden doch bestimmt bis auf weiteres in London bleiben?«","","Extended"
"s253","253","11","“Certainly.","»Sicher.","","","»Sicher.","","Extended"
"s254","254","11","You will find me at the Langham under the name Count von Kramm.”","Sie finden mich im Langham unter dem Namen Graf von Kramm.«","","","Sie finden mich im Langham unter dem Namen Graf von Kramm.«","","Extended"
"s255","255","11","“Then I shall write you a few lines to let you know how we are progressing.”","»Dann werde ich Ihnen ein paar Zeilen schreiben, um Sie wissen zu lassen, wie wir vorankommen.«","","","»Dann werde ich Ihnen ein paar Zeilen schreiben,|um Sie wissen zu lassen,|wie wir vorankommen.«","de.zu-infinitive","Extended"
"s256","256","11","“Please do.","»Bitte tun Sie das.","","","»Bitte tun Sie das.","","Extended"
"s257","257","11","I shall wait with the greatest impatience.”","Ich werde mit größter Ungeduld darauf warten.«","","","Ich werde mit größter Ungeduld darauf warten.«","","Extended"
"s258","258","11","“Then there remains the question of money.”","»Dann wäre da noch die Frage des Geldes.«","","","»Dann wäre da noch die Frage des Geldes.«","de.konjunktiv2.past","Extended"
"s259","259","11","“You have a free hand.”","»Sie haben freie Hand.«","","","»Sie haben freie Hand.«","","Extended"
"s260","260","11","“Absolutely?”","»Absolut?«","","","»Absolut?«","","Extended"
"s261","261","11","“I tell you, I would give one of the provinces of my kingdom to obtain that photograph.”","»Ich sage Ihnen, ich würde eine der Provinzen meines Königreiches dafür geben, dieses Photo zu bekommen.«","","","»Ich sage Ihnen,|ich würde eine der Provinzen meines Königreiches dafür geben,|dieses Photo zu bekommen.«","de.zu-infinitive|de.konjunktiv2.wuerde","Extended"
"s262","262","11","“And for expenses?”","»Und für Spesen?«","","","»Und für Spesen?«","","Extended"
"s263","263","11","The King drew a heavy chamois-leather bag from beneath his cloak and laid it on the table.","Der König holte einen schweren Beutel aus Chamoisleder unter seinem Umhang hervor und legte ihn auf den Tisch.","","","Der König holte einen schweren Beutel aus Chamoisleder unter seinem|Umhang hervor und legte ihn auf den Tisch.","","Extended"
"s264","264","11","“Here are three hundred pounds in gold and seven hundred in banknotes,” he said.","»Hier sind dreihundert Pfund in Gold und siebenhundert in Banknoten«, sagte er.","","","»Hier sind dreihundert Pfund in Gold und siebenhundert in Banknoten«, sagte er.","","Extended"
"s265","265","11","Holmes wrote a receipt on a page of his notebook and handed it to him.","Holmes schrieb eine Quittung auf ein Blatt seines Notizbuchs und gab sie ihm.","","","Holmes schrieb eine Quittung auf ein Blatt seines Notizbuchs|und gab sie ihm.","","Extended"
"s266","266","11","“And Mademoiselle's address?” he asked.","»Und Mademoiselles Adresse?« fragte er.","","","»Und Mademoiselles Adresse?« fragte er.","","Extended"
"s267","267","11","“It is Briony Lodge, Serpentine Avenue, St John's Wood.”","»Ist Briony Lodge, Serpentine Avenue, St. John's Wood.«","","","»Ist Briony Lodge, Serpentine Avenue,|St. John's Wood.«","","Extended"
"s268","268","11","Holmes made a note of it.","Holmes notierte sich das.","","","Holmes notierte sich das.","","Extended"
"s269","269","11","“One more question,” he said.","»Eine Frage noch«, sagte er.","","","»Eine Frage noch«, sagte er.","","Extended"
"s270","270","11","“Is it a cabinet-size photograph?”","»Ist es ein Photo im Kabinett-Format?«","","","»Ist es ein Photo im Kabinett-Format?«","","Extended"
"s271","271","11","“It is.”","»Das ist es.«","","","»Das ist es.«","","Extended"
"s272","272","11","“Then good night, Your Majesty, and I hope that we shall soon have good news for you.","»Dann gute Nacht, Eure Majestät, und ich hoffe, daß wir bald gute Nachrichten für Sie haben werden.","","","»Dann gute Nacht, Eure Majestät,|und ich hoffe,|daß wir bald gute Nachrichten für Sie haben werden.","de.subordinate.dass","Extended"
"s273","273","11","And good night, Watson,” he added, as the wheels of the royal brougham rolled down the street.","Und gute Nacht, Watson«, fügte er hinzu, als die Räder des königlichen Brougham die Straße hinunterrollten.","","","Und gute Nacht, Watson«,|fügte er hinzu,|als die Räder des königlichen Brougham die Straße hinunterrollten.","","Extended"
"s274","274","11","“If you will call tomorrow afternoon at three, I should like to discuss this little matter with you.”","»Wenn Sie morgen Nachmittag um drei vorbeikommen wollen, würde ich diese kleine Sache gern mit Ihnen besprechen.«","","","»Wenn Sie morgen Nachmittag um drei vorbeikommen wollen,|würde ich diese kleine Sache gern mit Ihnen besprechen.«","de.konjunktiv2.wuerde","Extended"
