"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s204","204","8","Bring him into the sitting room.","Bringen Sie ihn ins Wohnzimmer.","","","Bringen Sie ihn ins Wohnzimmer.","","Extended"
"s205","205","8","There is a comfortable sofa there.","Dort ist ein bequemes Sofa.","","","Dort ist ein bequemes Sofa.","","Extended"
"s206","206","8","This way, please.”","Hier entlang, bitte.«","","","Hier entlang, bitte.«","","Extended"
"s207","207","8","Slowly and solemnly he was carried into Briony Lodge and laid down in the sitting room, while I watched the whole proceeding from my post at the window.","Langsam und feierlich wurde er in die Briony Lodge getragen und im Herrenzimmer hingelegt, während ich den ganzen Vorgang von meinem Posten am Fenster aus beobachtete.","","","Langsam und feierlich wurde er in die Briony Lodge getragen|und im Herrenzimmer hingelegt,|während ich den ganzen Vorgang von meinem Posten am Fenster aus beobachtete.","","Extended"
"s208","208","8","The lamps had been lit, but the shutters had not been closed, so I could see Holmes lying on the sofa.","Die Lampen waren angezündet worden, doch die Läden waren nicht geschlossen, so daß ich Holmes auf der Couch liegen sehen konnte.","","","Die Lampen waren angezündet worden,|doch die Läden waren nicht geschlossen,|so daß ich Holmes auf der Couch liegen sehen konnte.","de.modal.infinitive-final","Extended"
"s209","209","8","I do not know whether at that moment he felt any pangs of conscience about the role he was playing, but I know that never before in my life had I felt so deeply ashamed as when I saw the beautiful creature against whom I was conspiring and the kindness and concern with which she tended the injured man.","Ich weiß nicht, ob er in diesem Moment Gewissensbisse hatte wegen der Rolle, die er spielte, doch ich weiß, daß ich selbst mich noch nie zuvor in meinem Leben so zutiefst geschämt hatte wie beim Anblick dieses schönen Wesens, gegen das ich konspirierte, und der Güte und Freundlichkeit, mit der sie sich um den Verletzten kümmerte.","","","Ich weiß nicht,|ob er in diesem Moment Gewissensbisse hatte wegen der Rolle,|die er spielte,|doch ich weiß,|daß ich selbst mich noch nie zuvor in meinem Leben|so zutiefst geschämt hatte wie beim Anblick dieses schönen Wesens,|gegen das ich konspirierte,|und der Güte und Freundlichkeit,|mit der sie sich um den Verletzten kümmerte.","de.subordinate.ob","Extended"
"s210","210","8","And yet it would have been blackest treachery towards Holmes if I had now refused the task he had entrusted to me.","Und doch wäre es schwärzester Verrat Holmes gegenüber gewesen, hätte ich mich jetzt der Aufgabe, mit der er mich betraut hatte, verweigert.","","","Und doch wäre es schwärzester Verrat Holmes gegenüber gewesen,|hätte ich mich jetzt der Aufgabe,|mit der er mich betraut hatte, verweigert.","","Extended"
"s211","211","8","So I hardened my heart and took the smoke rocket from beneath my coat.","Ich verschloß also mein Herz und holte die Rauchbombe unter meinem Mantel hervor.","","","Ich verschloß also mein Herz|und holte die Rauchbombe unter meinem Mantel hervor.","","Extended"
"s212","212","8","After all, we are doing her no harm, I told myself.","Wir fügen ihr ja schließlich keinen Schaden zu, dachte ich mir.","","","Wir fügen ihr ja schließlich keinen Schaden zu,|dachte ich mir.","","Extended"
"s213","213","8","We are merely preventing her from harming someone else.","Wir halten sie lediglich davon ab, jemand anderem zu schaden.","","","Wir halten sie lediglich davon ab,|jemand anderem zu schaden.","","Extended"
"s214","214","8","Holmes had raised himself on the sofa, and I saw him gesturing as though he could not breathe.","Holmes hatte sich auf der Couch aufgerichtet, und ich sah ihn gestikulieren, als ob er keine Luft bekäme.","","","Holmes hatte sich auf der Couch aufgerichtet,|und ich sah ihn gestikulieren,|als ob er keine Luft bekäme.","de.subordinate.als|de.subordinate.ob","Extended"
"s215","215","8","A maid hurried forward and threw open the window.","Ein Hausmädchen eilte herbei und stieß das Fenster auf.","","","Ein Hausmädchen eilte herbei und stieß das Fenster auf.","","Extended"
"s216","216","8","At the same moment I saw him raise his hand, and at the signal I hurled my smoke rocket into the room.","Im selben Moment sah ich ihn die Hand heben, und auf das Zeichen schleuderte ich meine Rauchbombe ins Zimmer.","","","Im selben Moment sah ich ihn die Hand heben,|und auf das Zeichen schleuderte ich meine Rauchbombe ins Zimmer.","","Extended"
"s217","217","8","At the same time I cried, “Fire!”","Gleichzeitig rief ich: »Feuer!«","","","Gleichzeitig rief ich: »Feuer!«","","Extended"
"s218","218","8","Hardly had the word left my mouth when the whole crowd of onlookers, well and badly dressed alike—gentlemen, grooms, and maids—shouted “Fire!” as if in chorus.","Kaum war das Wort aus meinem Mund, da schrie die ganze Ansammlung von Schaulustigen, gut wie schlecht Gekleidete – Herren, Stallburschen und Dienstmädchen – wie im Chor ebenfalls »Feuer!«","","","Kaum war das Wort aus meinem Mund,|da schrie die ganze Ansammlung von Schaulustigen,|gut wie schlecht Gekleidete – Herren,|Stallburschen und Dienstmädchen –|wie im Chor ebenfalls »Feuer!«","","Extended"
"s219","219","8","Thick clouds of smoke spread through the room and poured out of the open window.","Dichte Rauchwolken breiteten sich im Zimmer aus und strömten durch das offene Fenster.","","","Dichte Rauchwolken breiteten sich im Zimmer aus|und strömten durch das offene Fenster.","","Extended"
"s220","220","8","I could make out only a few running figures, and a moment later I heard Holmes's voice from inside assuring everyone that it was a false alarm.","Ich konnte nur ein paar rennende Gestalten erkennen, und einen Augenblick später hörte ich von drinnen Holmes Stimme, die allen versicherte, daß es falscher Alarm war.","","","Ich konnte nur ein paar rennende Gestalten erkennen,|und einen Augenblick später hörte ich von drinnen Holmes Stimme,|die allen versicherte,|daß es falscher Alarm war.","de.modal.infinitive-final","Extended"
"s221","221","8","Slipping through the shouting crowd, I made my way to the street corner; ten minutes later I was greatly relieved when my friend took me by the arm and we were able to leave the commotion behind us.","Durch die schreiende Menge schlüpfend bahnte ich mir einen Weg zur Straßenecke; zehn Minuten später war ich heilfroh, als mein Freund mich am Arm faßte, und wir den Aufruhr hinter uns lassen konnten.","","","Durch die schreiende Menge schlüpfend bahnte ich mir einen Weg zur Straßenecke;|zehn Minuten später war ich heilfroh,|als mein Freund mich am Arm faßte,|und wir den Aufruhr hinter uns lassen konnten.","de.subordinate.als","Extended"
"s222","222","8","For several minutes he walked quickly and silently until we turned into one of the quiet streets leading towards the Edgware Road.","Ein paar Minuten lang ging er schnell und schweigend, bis wir in eine der ruhigen Straßen einbogen, die zur Edgeware Road führen.","","","Ein paar Minuten lang ging er schnell und schweigend,|bis wir in eine der ruhigen Straßen einbogen,|die zur Edgeware Road führen.","","Extended"
"s223","223","9","“You did your part very well, Doctor,” he remarked.","»Sie haben Ihre Sache sehr gut gemacht, Doktor«, bemerkte er.","","","»Sie haben Ihre Sache sehr gut gemacht, Doktor«, bemerkte er.","","Extended"
"s224","224","9","“It could not have gone better.","»«Es hätte gar nicht besser sein können.","","","»«Es hätte gar nicht besser sein können.","de.modal.infinitive-final","Extended"
"s225","225","9","Everything worked.”","Alles hat geklappt.«","","","Alles hat geklappt.«","","Extended"
"s226","226","9","“You have the photograph?”","»Sie haben das Photo?«","","","»Sie haben das Photo?«","","Extended"
"s227","227","9","“I know where it is.”","»Ich weiß, wo es ist.«","","","»Ich weiß,|wo es ist.«","","Extended"
"s228","228","9","“And how did you find it?”","»Und wie haben Sie es gefunden?«","","","»Und wie haben Sie es gefunden?«","","Extended"
"s229","229","9","“She showed it to me, just as I told you she would.”","»Sie hat es mir gezeigt, wie ich es Ihnen gesagt hatte.«","","","»Sie hat es mir gezeigt,|wie ich es Ihnen gesagt hatte.«","","Extended"
"s230","230","9","“I am still in the dark.”","»Ich tappe immer noch im Dunkeln.«","","","»Ich tappe immer noch im Dunkeln.«","","Extended"
"s231","231","9","“I shall make no secret of it,” he said, laughing.","»Ich will kein Geheimnis draus machen«, sagte er lachend.","","","»Ich will kein Geheimnis draus machen«,|sagte er lachend.","de.modal.infinitive-final","Extended"
"s232","232","9","“The thing was child's play.","»Die Sache war ein Kinderspiel.","","","»Die Sache war ein Kinderspiel.","","Extended"
"s233","233","9","You naturally noticed that everyone in the street was an accomplice.","Sie haben natürlich gemerkt, daß jeder auf der Straße ein Komplize war.","","","Sie haben natürlich gemerkt,|daß jeder auf der Straße ein Komplize war.","","Extended"
"s234","234","9","They had all been hired for the evening.”","Sie waren alle für diesen Abend engagiert.«","","","Sie waren alle für diesen Abend engagiert.«","","Extended"
"s235","235","9","“I had already suspected that.”","»Das hatte ich mir schon gedacht.«","","","»Das hatte ich mir schon gedacht.«","","Extended"
"s236","236","9","“Then, when the disturbance began, I had a little red paint in my hand.","»Dann, als der Rummel losging, hatte ich ein wenig rote Farbe in der Hand.","","","»Dann,|als der Rummel losging,|hatte ich ein wenig rote Farbe in der Hand.","de.subordinate.als","Extended"
"s237","237","9","I threw myself into the fight, fell down, clapped my hand to my face, and at once became a pitiable sight.","Ich habe mich in die Rauferei gestürzt, bin hingefallen, habe mir die Hand vors Gesicht geschlagen, und schon war ich ein bemitleidenswerter Anblick.","","","Ich habe mich in die Rauferei gestürzt, bin hingefallen,|habe mir die Hand vors Gesicht geschlagen,|und schon war ich ein bemitleidenswerter Anblick.","","Extended"
"s238","238","9","It is an old trick.”","Das ist ein alter Trick.«","","","Das ist ein alter Trick.«","","Extended"
"s239","239","9","“So far the whole thing was clear to me as well.”","»So weit war mir das Ganze auch schon klar.«","","","»So weit war mir das Ganze auch schon klar.«","","Extended"
"s240","240","9","“Then they carried me inside.","»Dann haben sie mich reingetragen.","","","»Dann haben sie mich reingetragen.","","Extended"
"s241","241","9","She had to allow it.","Sie mußte das zulassen.","","","Sie mußte das zulassen.","","Extended"
"s242","242","9","What else could she do?","Was hätte sie sonst tun können?","","","Was hätte sie sonst tun können?","de.modal.infinitive-final","Extended"
"s243","243","9","And into her sitting room, which was exactly the room I suspected.","Und in ihr Wohnzimmer, was genau das Zimmer war, das ich im Verdacht hatte.","","","Und in ihr Wohnzimmer,|was genau das Zimmer war,|das ich im Verdacht hatte.","","Extended"
"s244","244","9","Either that or her bedroom, and I was determined to discover which.","Entweder das oder ihr Schlafzimmer, und ich wollte unbedingt herausbekommen, welches.","","","Entweder das oder ihr Schlafzimmer,|und ich wollte unbedingt herausbekommen, welches.","","Extended"
"s245","245","9","They laid me on a sofa, I pretended that I could not breathe, they had to open the window, and you had your opportunity.”","Sie haben mich auf eine Couch gelegt, ich tat so, als bekäme ich keine Luft, sie mußten das Fenster öffnen, und Sie hatten Ihre Gelegenheit.«","","","Sie haben mich auf eine Couch gelegt,|ich tat so,|als bekäme ich keine Luft,|sie mußten das Fenster öffnen,|und Sie hatten Ihre Gelegenheit.«","de.subordinate.als","Extended"
"s246","246","9","“But what was the point of that?”","»Aber wozu war das gut?«","","","»Aber wozu war das gut?«","","Extended"
"s247","247","9","“It was the decisive thing.","»Es war das alles Entscheidende.","","","»Es war das alles Entscheidende.","","Extended"
"s248","248","9","When a woman believes that her house is on fire, she instinctively rushes at once to whatever she values most.","Wenn eine Frau glaubt, daß ihr Haus brennt, eilt sie instinktiv sofort zu dem, was ihr am wertvollsten ist.","","","Wenn eine Frau glaubt,|daß ihr Haus brennt,|eilt sie instinktiv sofort zu dem,|was ihr am wertvollsten ist.","de.subordinate.wenn","Extended"
"s249","249","9","It is an overpowering impulse which I have exploited more than once.","Das ist ein übermächtiger Impuls, den ich schon mehr als einmal ausgenützt habe.","","","Das ist ein übermächtiger Impuls,|den ich schon mehr als einmal ausgenützt habe.","de.subordinate.als","Extended"
"s250","250","9","It helped me greatly in the Darlington substitution scandal and also in the Arnsworth Castle case.","Im Fall des Darlington-Verwechslungsskandals hat er mir sehr geholfen und auch in der Arnsworth-Castle-Sache.","","","Im Fall des Darlington-Verwechslungsskandals hat er mir sehr geholfen|und auch in der Arnsworth-Castle-Sache.","","Extended"
"s251","251","9","A married woman grabs her baby; an unmarried woman reaches for her jewel box.","Eine verheiratete Frau schnappt sich ihr Baby, eine unverheiratete greift nach ihrer Schmuckschatulle.","","","Eine verheiratete Frau schnappt sich ihr Baby,|eine unverheiratete greift nach ihrer Schmuckschatulle.","","Extended"
"s252","252","9","Well, it was clear to me that our lady today had nothing in the house more precious to her than the thing we are seeking.","Nun, mir war klar, daß unsere heutige Dame nichts im Haus hatte, was ihr kostbarer war als das, wonach wir suchen.","","","Nun,|mir war klar,|daß unsere heutige Dame nichts im Haus hatte,|was ihr kostbarer war als das,|wonach wir suchen.","de.subordinate.als","Extended"
"s253","253","9","She would hurry to put it in safety.","Das würde sie schleunigst in Sicherheit bringen.","","","Das würde sie schleunigst in Sicherheit bringen.","","Extended"
"s254","254","9","The fire alarm was admirable.","Der Feueralarm war bewundernswert.","","","Der Feueralarm war bewundernswert.","","Extended"
"s255","255","9","The smoke and shouting would have shaken even nerves of steel.","Der Qualm und das Geschrei hätten selbst Nerven aus Stahl erschüttert.","","","Der Qualm und das Geschrei hätten selbst Nerven aus Stahl erschüttert.","","Extended"
"s256","256","9","And she reacted perfectly.","Und sie hat bestens reagiert.","","","Und sie hat bestens reagiert.","","Extended"
"s257","257","9","The photograph is in a recess behind a sliding panel just above the right-hand bell pull.","Das Photo ist in einer Nische hinter einem verschiebbaren Paneel gleich über dem rechten Klingelzug.","","","Das Photo ist in einer Nische hinter einem verschiebbaren Paneel|gleich über dem rechten Klingelzug.","","Extended"
"s258","258","9","She was there in an instant, and I caught a glimpse of it when she pulled it halfway out.","Sie war augenblicklich dort, und ich habe es kurz gesehen, als sie es halb herausgezogen hat.","","","Sie war augenblicklich dort,|und ich habe es kurz gesehen,|als sie es halb herausgezogen hat.","de.subordinate.als","Extended"
"s259","259","9","Then, when I called that it was a false alarm, she put it back, glanced at the smoke rocket, ran out of the room, and after that I did not see her again.","Als ich dann gerufen habe, daß es falscher Alarm sei, hat sie es zurückgelegt, einen Blick auf die Rauchbombe geworfen, ist aus dem Zimmer gerannt, und danach habe ich sie nicht mehr gesehen.","","","Als ich dann gerufen habe,|daß es falscher Alarm sei,|hat sie es zurückgelegt,|einen Blick auf die Rauchbombe geworfen,|ist aus dem Zimmer gerannt,|und danach habe ich sie nicht mehr gesehen.","de.subordinate.als","Extended"
"s260","260","9","I got up, apologised, and fled from the house.","Ich bin aufgestanden, habe mich entschuldigt und bin aus dem Haus geflüchtet.","","","Ich bin aufgestanden,|habe mich entschuldigt und bin aus dem Haus geflüchtet.","","Extended"
"s261","261","9","I nearly tried to take the photograph then and there; but the coachman had come in and was watching me closely, so it seemed safer to wait.","Fast hätte ich versucht, das Photo gleich zu holen; aber der Kutscher war hereingekommen und hat mich scharf beobachtet, also schien es mir sicherer zu warten.","","","Fast hätte ich versucht,|das Photo gleich zu holen;|aber der Kutscher war hereingekommen und hat mich scharf beobachtet,|also schien es mir sicherer zu warten.","","Extended"
"s262","262","9","Hasty action can ruin everything.”","Überstürztes Handeln kann alles ruinieren.«","","","Überstürztes Handeln kann alles ruinieren.«","de.modal.infinitive-final","Extended"
"s263","263","10","“And now?” I asked.","»Und jetzt?« fragte ich.","","","»Und jetzt?« fragte ich.","","Extended"
"s264","264","10","“Our task is almost finished.","»Unser Auftrag ist beinahe erledigt.","","","»Unser Auftrag ist beinahe erledigt.","","Extended"
"s265","265","10","Tomorrow I shall visit the lady together with the King.","Morgen werde ich die Dame zusammen mit dem König besuchen.","","","Morgen werde ich die Dame zusammen mit dem König besuchen.","","Extended"
"s266","266","10","You may come too if you like.","Sie können auch mitkommen, wenn Sie wollen.","","","Sie können auch mitkommen,|wenn Sie wollen.","de.subordinate.wenn|de.modal.infinitive-final","Extended"
"s267","267","10","We shall be shown into the sitting room to wait for the lady, but when she appears she will probably find neither us nor the photograph where she left it.","Man wird uns ins Wohnzimmer führen, um auf die Dame zu warten, aber wahrscheinlich wird sie bei ihrem Erscheinen weder uns noch das Photo dort vorfinden.","","","Man wird uns ins Wohnzimmer führen,|um auf die Dame zu warten,|aber wahrscheinlich wird sie bei ihrem Erscheinen weder uns noch|das Photo dort vorfinden.","de.um-zu","Extended"
"s268","268","10","It should give His Majesty some pleasure to recover it with his own hand.”","Es dürfte seiner Majestät Vergnügen bereiten, es eigenhändig zurückzuerobern.«","","","Es dürfte seiner Majestät Vergnügen bereiten,|es eigenhändig zurückzuerobern.«","","Extended"
"s269","269","10","“And when will you go?”","»Und wann werden Sie hingehen?«","","","»Und wann werden Sie hingehen?«","","Extended"
"s270","270","10","“At eight in the morning.","»Um acht Uhr morgens.","","","»Um acht Uhr morgens.","","Extended"
"s271","271","10","She will not be up then, so we shall have a clear field.","Da wird sie noch nicht auf sein, so daß wir freie Bahn haben werden.","","","Da wird sie noch nicht auf sein,|so daß wir freie Bahn haben werden.","","Extended"
"s272","272","10","Besides, we must lose no time, because after this marriage she may completely change her way of life and her habits.","Außerdem dürfen wir keine Zeit verlieren, weil sie nach dieser Heirat ihre Lebensführung und Gewohnheiten völlig ändern könnte.","","","Außerdem dürfen wir keine Zeit verlieren,|weil sie nach dieser Heirat ihre Lebensführung|und Gewohnheiten völlig ändern könnte.","de.modal.infinitive-final","Extended"
"s273","273","10","I must telegraph to the King at once.”","Ich muß dem König unverzüglich telegraphieren.«","","","Ich muß dem König unverzüglich telegraphieren.«","de.modal.infinitive-final","Extended"
"s274","274","10","We had reached Baker Street and stopped before the front door.","Wir hatten die Baker Street erreicht und waren vor der Haustür stehengeblieben.","","","Wir hatten die Baker Street erreicht|und waren vor der Haustür stehengeblieben.","","Extended"
"s275","275","10","He was searching his pockets for the key when someone passing by said:","Er suchte gerade in seinen Taschen nach dem Schlüssel, als jemand im Vorbeigehen sagte:","","","Er suchte gerade in seinen Taschen nach dem Schlüssel,|als jemand im Vorbeigehen sagte:","de.subordinate.als","Extended"
"s276","276","10","“Good night, Mr Sherlock Holmes.”","»Gute Nacht, Mr. Sherlock Holmes.«","","","»Gute Nacht,|Mr. Sherlock Holmes.«","","Extended"
"s277","277","10","There were several people on the pavement at that moment, but the greeting seemed to have come from a slender youth in a raincoat who had just hurried past.","Es waren in diesem Moment etliche Leute auf dem Bürgersteig, doch der Gruß schien von einem schmächtigen Jugendlichen im Regenmantel gekommen zu sein, der eben vorbeigehuscht war.","","","Es waren in diesem Moment etliche Leute auf dem Bürgersteig,|doch der Gruß schien von einem schmächtigen Jugendlichen im Regenmantel|gekommen zu sein,|der eben vorbeigehuscht war.","","Extended"
"s278","278","10","“I have heard that voice before,” said Holmes as he stared down the dimly lit street.","»Diese Stimme habe ich doch schon mal gehört«, sagte Holmes, als er die spärlich beleuchtete Straße hinunterstarrte.","","","»Diese Stimme habe ich doch schon mal gehört«, sagte Holmes,|als er die spärlich beleuchtete Straße hinunterstarrte.","de.subordinate.als","Extended"
"s279","279","10","“Now I wonder who the devil that could have been.”","»Also, ich frage mich, wer zum Teufel das gewesen sein mag.«","","","»Also,|ich frage mich,|wer zum Teufel das gewesen sein mag.«","","Extended"
